Experiment ID,STRATEGY_HASH,EXECUTION_HASH,STAGE21_CODE_HASH,STAGE221_CODE_HASH,STAGE222_CODE_HASH,DATA_CONTENT_HASH,MANIFEST_DOCUMENT_HASH,Variant,Starting Equity,Ending Equity,Net Return %,Total Trades,Wins,Losses,Win Rate %,Average Winner,Average Loser,Average R,Median R,Expectancy R,Profit Factor,Maximum Consecutive Losses,Average Holding Days,Maximum Concurrent Positions,Capacity Rejections,Expired Orders,Survivorship Bias Warning,Annualized Return %,CAGR %,Annualized Volatility %,Sharpe Ratio (RF 6%),Sharpe Ratio (RF 0%),Sortino Ratio (RF 6%),Maximum Drawdown %,Calmar Ratio,Return / Max Drawdown,Drawdown Peak Date,Drawdown Bottom Date,Drawdown Recovery Date,Recovery Trading Days,Longest Below-Peak Trading Days,Best Daily Return %,Worst Daily Return %,Positive Trading Days %,Negative Trading Days %
S222_20110830_20260828_abaea4e9641f,e62dc4e75c056a216cc4bdaa589a95f9553ce40e37aa6690974759b7975ad23c,9434b39d2d7bbd8203a4674b4acdebfecf898afbc08cf7bc144729ec4b326c2b,91d3d84760c4b2427d500f0bee0f2dc0ceeb7e4f2e31d51d17a64342777993d5,8e6514353cc32a5b8bed1212df0c12d76de11d0624e4931fda4028f0be3ed31f,63345c591b46c656b204236d147993cb283d57fdbccd0246b7cef281d7968730,2b6a2bb93fcc6c3aa80d2115a002b8cba370f61442edb592ffc9bc95eaa02e35,f3328f947dda0f1fa993d4c40060bf414bc5ea73745cf9afe20031c9c4da5162,T1_10D,100000.0,124326.01055866248,24.32601055866248,356,166,190,46.62921348314607,968.5895856813379,-718.2097929707352,0.08299894817756756,-0.21814556525014073,0.08299894817756756,1.178264952347277,10,6.907303370786517,5,7,105,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,1.5874815808996892,1.4626374909558315,4.570921208400803,-0.927621097352014,0.34730014115799884,-1.2871717859475995,-12.262008587435435,0.11928204751500161,1.9838520243403448,2021-11-18,2023-05-23,,,1499,3.6388540508817346,-3.613301767103294,21.756756756756758,20.513513513513512
S222_20110830_20260828_abaea4e9641f,e62dc4e75c056a216cc4bdaa589a95f9553ce40e37aa6690974759b7975ad23c,9434b39d2d7bbd8203a4674b4acdebfecf898afbc08cf7bc144729ec4b326c2b,91d3d84760c4b2427d500f0bee0f2dc0ceeb7e4f2e31d51d17a64342777993d5,8e6514353cc32a5b8bed1212df0c12d76de11d0624e4931fda4028f0be3ed31f,63345c591b46c656b204236d147993cb283d57fdbccd0246b7cef281d7968730,2b6a2bb93fcc6c3aa80d2115a002b8cba370f61442edb592ffc9bc95eaa02e35,f3328f947dda0f1fa993d4c40060bf414bc5ea73745cf9afe20031c9c4da5162,T1_20D,100000.0,111234.94170373611,11.234941703736112,341,140,201,41.05571847507331,1198.1473197865632,-778.6352391362324,0.03635995997933427,-1.0276245502438304,0.03635995997933427,1.0717861580717858,14,9.527859237536656,5,8,102,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,0.8501766444090113,0.7125828137253709,4.99933921856898,-0.9956091527555436,0.17005780308949864,-1.3604691457157665,-17.182034785161083,0.04147255098917497,0.6538772528524354,2021-11-12,2023-05-23,,,1530,3.613740499669005,-3.636146409052221,25.7027027027027,25.54054054054054
S222_20110830_20260828_abaea4e9641f,e62dc4e75c056a216cc4bdaa589a95f9553ce40e37aa6690974759b7975ad23c,9434b39d2d7bbd8203a4674b4acdebfecf898afbc08cf7bc144729ec4b326c2b,91d3d84760c4b2427d500f0bee0f2dc0ceeb7e4f2e31d51d17a64342777993d5,8e6514353cc32a5b8bed1212df0c12d76de11d0624e4931fda4028f0be3ed31f,63345c591b46c656b204236d147993cb283d57fdbccd0246b7cef281d7968730,2b6a2bb93fcc6c3aa80d2115a002b8cba370f61442edb592ffc9bc95eaa02e35,f3328f947dda0f1fa993d4c40060bf414bc5ea73745cf9afe20031c9c4da5162,T1_30D,100000.0,114618.14280695931,14.6181428069593,338,135,203,39.94082840236686,1312.1085857924747,-800.5739717981523,0.06432547378997146,-1.029897680059463,0.06432547378997146,1.089948659631745,16,10.692307692307692,5,13,102,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,1.0639702462927936,0.914015264321888,5.190308925607111,-0.9177862724801189,0.20499169925002897,-1.2533113226135664,-17.87877039358332,0.05112293766297975,0.8176257362869732,2021-11-12,2023-03-02,,,1500,3.5891444149161122,-3.613894141535301,27.486486486486488,26.270270270270267
S222_20110830_20260828_abaea4e9641f,e62dc4e75c056a216cc4bdaa589a95f9553ce40e37aa6690974759b7975ad23c,9434b39d2d7bbd8203a4674b4acdebfecf898afbc08cf7bc144729ec4b326c2b,91d3d84760c4b2427d500f0bee0f2dc0ceeb7e4f2e31d51d17a64342777993d5,8e6514353cc32a5b8bed1212df0c12d76de11d0624e4931fda4028f0be3ed31f,63345c591b46c656b204236d147993cb283d57fdbccd0246b7cef281d7968730,2b6a2bb93fcc6c3aa80d2115a002b8cba370f61442edb592ffc9bc95eaa02e35,f3328f947dda0f1fa993d4c40060bf414bc5ea73745cf9afe20031c9c4da5162,T1_45D,100000.0,112981.18526035661,12.98118526035661,337,131,206,38.87240356083086,1369.0049887022403,-807.5653799011502,0.05590811033336804,-1.0310127934916813,0.05590811033336804,1.0780314064932162,16,11.367952522255193,5,13,101,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,0.9751021270930313,0.8172555440240314,5.362088183986171,-0.9049575901315535,0.18185119185565904,-1.2264889275684356,-16.850663277640155,0.04849990356809763,0.770366426915781,2021-11-12,2023-05-23,,,1530,3.5826449804687632,-3.6186193954435897,29.081081081081084,27.378378378378375
S222_20110830_20260828_abaea4e9641f,e62dc4e75c056a216cc4bdaa589a95f9553ce40e37aa6690974759b7975ad23c,9434b39d2d7bbd8203a4674b4acdebfecf898afbc08cf7bc144729ec4b326c2b,91d3d84760c4b2427d500f0bee0f2dc0ceeb7e4f2e31d51d17a64342777993d5,8e6514353cc32a5b8bed1212df0c12d76de11d0624e4931fda4028f0be3ed31f,63345c591b46c656b204236d147993cb283d57fdbccd0246b7cef281d7968730,2b6a2bb93fcc6c3aa80d2115a002b8cba370f61442edb592ffc9bc95eaa02e35,f3328f947dda0f1fa993d4c40060bf414bc5ea73745cf9afe20031c9c4da5162,T1_63D,100000.0,113796.35985423546,13.796359854235462,336,131,205,38.98809523809524,1386.2281914302766,-818.5343084055158,0.05908019251745281,-1.0311240104520492,0.05908019251745281,1.0822192981662817,16,11.616071428571429,5,13,101,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,1.0243955241821276,0.8656024759321479,5.36823497996071,-0.8947389639041213,0.1908253882339601,-1.212929424059999,-16.453966787445374,0.0526075254140306,0.8384822962425265,2021-11-12,2023-03-28,,,1530,3.6064563281889894,-3.6085119480566585,30.027027027027025,28.135135135135137
S222_20110830_20260828_abaea4e9641f,e62dc4e75c056a216cc4bdaa589a95f9553ce40e37aa6690974759b7975ad23c,9434b39d2d7bbd8203a4674b4acdebfecf898afbc08cf7bc144729ec4b326c2b,91d3d84760c4b2427d500f0bee0f2dc0ceeb7e4f2e31d51d17a64342777993d5,8e6514353cc32a5b8bed1212df0c12d76de11d0624e4931fda4028f0be3ed31f,63345c591b46c656b204236d147993cb283d57fdbccd0246b7cef281d7968730,2b6a2bb93fcc6c3aa80d2115a002b8cba370f61442edb592ffc9bc95eaa02e35,f3328f947dda0f1fa993d4c40060bf414bc5ea73745cf9afe20031c9c4da5162,T2_10D,100000.0,127963.00622488731,27.963006224887323,354,163,191,46.04519774011299,1004.921224331134,-711.1997557124997,0.09635261647965027,-0.2536007496717184,0.09635261647965027,1.2058538023619245,10,7.4124293785310735,5,8,103,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,1.7932162330476773,1.6579255858828468,4.7715827805900375,-0.8454947719883178,0.37581161545434505,-1.1802042092283997,-12.668541637944742,0.1308694902116466,2.207279024219543,2021-11-16,2023-05-23,2024-09-10,320.0,1541,3.986570672876777,-3.611820599787907,22.405405405405403,21.35135135135135
S222_20110830_20260828_abaea4e9641f,e62dc4e75c056a216cc4bdaa589a95f9553ce40e37aa6690974759b7975ad23c,9434b39d2d7bbd8203a4674b4acdebfecf898afbc08cf7bc144729ec4b326c2b,91d3d84760c4b2427d500f0bee0f2dc0ceeb7e4f2e31d51d17a64342777993d5,8e6514353cc32a5b8bed1212df0c12d76de11d0624e4931fda4028f0be3ed31f,63345c591b46c656b204236d147993cb283d57fdbccd0246b7cef281d7968730,2b6a2bb93fcc6c3aa80d2115a002b8cba370f61442edb592ffc9bc95eaa02e35,f3328f947dda0f1fa993d4c40060bf414bc5ea73745cf9afe20031c9c4da5162,T2_20D,100000.0,131261.534753896,31.261534753896015,336,132,204,39.285714285714285,1535.5668277514765,-840.3592475946018,0.1070404142037544,-1.0287470006363648,0.1070404142037544,1.1823539371521088,14,10.800595238095237,5,8,97,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,2.002920618218339,1.8306106988858595,5.480058489774957,-0.6979202716657058,0.3654925621606989,-0.9669219008408089,-18.568029885642378,0.09858938778967437,1.683621522931133,2021-11-12,2023-05-23,,,1188,4.011672793553855,-3.901608812377666,27.64864864864865,26.81081081081081
S222_20110830_20260828_abaea4e9641f,e62dc4e75c056a216cc4bdaa589a95f9553ce40e37aa6690974759b7975ad23c,9434b39d2d7bbd8203a4674b4acdebfecf898afbc08cf7bc144729ec4b326c2b,91d3d84760c4b2427d500f0bee0f2dc0ceeb7e4f2e31d51d17a64342777993d5,8e6514353cc32a5b8bed1212df0c12d76de11d0624e4931fda4028f0be3ed31f,63345c591b46c656b204236d147993cb283d57fdbccd0246b7cef281d7968730,2b6a2bb93fcc6c3aa80d2115a002b8cba370f61442edb592ffc9bc95eaa02e35,f3328f947dda0f1fa993d4c40060bf414bc5ea73745cf9afe20031c9c4da5162,T2_30D,100000.0,125196.24263049879,25.1962426304988,328,118,210,35.97560975609756,1724.1294075170963,-848.8144164596124,0.10017461503733169,-1.0315896103498343,0.10017461503733169,1.1413525800665858,16,12.661585365853659,5,19,97,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,1.7006402549122839,1.5098451213988229,5.8324915414555445,-0.7075748406835827,0.2915804065594711,-0.9713036545412768,-20.117577217251416,0.07505104143972596,1.2524491571923622,2021-11-12,2023-03-02,,,1188,3.9776287611571037,-3.8807072995326597,29.486486486486484,28.16216216216216
S222_20110830_20260828_abaea4e9641f,e62dc4e75c056a216cc4bdaa589a95f9553ce40e37aa6690974759b7975ad23c,9434b39d2d7bbd8203a4674b4acdebfecf898afbc08cf7bc144729ec4b326c2b,91d3d84760c4b2427d500f0bee0f2dc0ceeb7e4f2e31d51d17a64342777993d5,8e6514353cc32a5b8bed1212df0c12d76de11d0624e4931fda4028f0be3ed31f,63345c591b46c656b204236d147993cb283d57fdbccd0246b7cef281d7968730,2b6a2bb93fcc6c3aa80d2115a002b8cba370f61442edb592ffc9bc95eaa02e35,f3328f947dda0f1fa993d4c40060bf414bc5ea73745cf9afe20031c9c4da5162,T2_45D,100000.0,120973.37741830572,20.973377418305716,323,108,215,33.43653250773993,1856.8418460864186,-835.1885672512908,0.08689826226321865,-1.0336107817125517,0.08689826226321865,1.1168006800719668,16,14.13312693498452,5,20,96,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,1.4815396941987717,1.2778364410741982,6.076518635862644,-0.7152162437711813,0.24381389788800464,-0.9716659697607576,-19.069501709484825,0.06700943005965518,1.0998387759588881,2021-11-12,2023-03-13,,,1536,3.9717873584307783,-3.891143324953439,31.486486486486488,29.45945945945946
S222_20110830_20260828_abaea4e9641f,e62dc4e75c056a216cc4bdaa589a95f9553ce40e37aa6690974759b7975ad23c,9434b39d2d7bbd8203a4674b4acdebfecf898afbc08cf7bc144729ec4b326c2b,91d3d84760c4b2427d500f0bee0f2dc0ceeb7e4f2e31d51d17a64342777993d5,8e6514353cc32a5b8bed1212df0c12d76de11d0624e4931fda4028f0be3ed31f,63345c591b46c656b204236d147993cb283d57fdbccd0246b7cef281d7968730,2b6a2bb93fcc6c3aa80d2115a002b8cba370f61442edb592ffc9bc95eaa02e35,f3328f947dda0f1fa993d4c40060bf414bc5ea73745cf9afe20031c9c4da5162,T2_63D,100000.0,120930.92988785199,20.93092988785199,321,105,216,32.71028037383177,1992.4459857137476,-871.6476787596829,0.08801152268874836,-1.0341119884688825,0.08801152268874836,1.1111715840537637,16,14.894080996884735,5,20,96,This test uses the supplied/current ticker universe and is not a survivorship-bias-free historical index-constituent study.,1.4844810829943327,1.27546618294887,6.163620536461242,-0.7046318668483805,0.24084563191598216,-0.9584714611983902,-21.271342187443988,0.05996171617707086,0.983996670422004,2021-11-16,2023-03-28,,,1536,3.9825096056187226,-3.9032190415887458,32.648648648648646,30.648648648648646
